사용일자,노선명,역명,승차총승객수,하차총승객수,승하차객수,승하차객_2
20240701,6호선,광흥창(서강),10451,9891,20342,10171
20240701,6호선,상수,9591,10478,20069,10034.5
20240701,6호선,합정,13255,12976,26231,13115.5
20240701,6호선,망원,15351,16431,31782,15891
20240701,6호선,마포구청,15669,14216,29885,14942.5
20240701,6호선,월드컵경기장(성산),4502,4587,9089,4544.5
20240701,6호선,디지털미디어시티,16084,17501,33585,16792.5
20240701,6호선,증산(명지대앞),10563,10618,21181,10590.5
20240701,6호선,새절(신사),13816,12705,26521,13260.5
20240701,6호선,구산,8980,6924,15904,7952
20240701,6호선,독바위,3169,3255,6424,3212
20240701,6호선,불광,4962,4917,9879,4939.5
20240701,6호선,역촌,4144,4645,8789,4394.5
20240701,6호선,응암,19017,18947,37964,18982
20240701,5호선,하남검단산,6928,6511,13439,6719.5
20240701,5호선,하남시청(덕풍·신장),8883,8574,17457,8728.5
20240701,5호선,하남풍산,4966,4858,9824,4912
20240701,5호선,미사,18798,19278,38076,19038
20240701,5호선,강일,6497,6065,12562,6281
20240701,5호선,마천,8448,7594,16042,8021
20240701,5호선,거여,11211,10974,22185,11092.5
20240701,5호선,개롱,7199,7473,14672,7336
20240701,5호선,오금,4254,4339,8593,4296.5
20240701,5호선,방이,7800,8053,15853,7926.5
20240701,5호선,올림픽공원(한국체대),6258,5055,11313,5656.5
20240701,5호선,둔촌동,9544,9494,19038,9519
20240701,5호선,상일동,16222,15238,31460,15730
20240701,5호선,고덕,12146,11758,23904,11952
20240701,5호선,명일,9574,10008,19582,9791
20240701,5호선,굽은다리(강동구민회관앞),10404,9920,20324,10162
20240701,5호선,길동,8954,9230,18184,9092
20240701,5호선,강동,19792,19304,39096,19548
20240701,5호선,천호(풍납토성),19880,19970,39850,19925
20240701,5호선,광나루(장신대),14563,13784,28347,14173.5
20240701,5호선,아차산(어린이대공원후문),15464,15131,30595,15297.5
20240701,5호선,군자(능동),11905,12953,24858,12429
20240701,5호선,장한평,20741,20667,41408,20704
20240701,5호선,답십리,17369,15843,33212,16606
20240701,5호선,마장,6378,5884,12262,6131
20240701,5호선,왕십리(성동구청),4945,5608,10553,5276.5
20240701,5호선,행당,8804,7905,16709,8354.5
20240701,5호선,신금호,7170,7610,14780,7390
20240701,5호선,청구,4378,4057,8435,4217.5
20240701,5호선,동대문역사문화공원(DDP),3488,3955,7443,3721.5
20240701,5호선,을지로4가,7337,7411,14748,7374
20240701,5호선,종로3가,14690,15315,30005,15002.5
20240701,5호선,광화문(세종문화회관),35350,36878,72228,36114
20240701,5호선,서대문,23160,23292,46452,23226
20240701,5호선,충정로(경기대입구),5195,5368,10563,5281.5
20240701,5호선,애오개,7757,7828,15585,7792.5
20240701,5호선,공덕,16265,17609,33874,16937
20240701,5호선,마포,17001,16900,33901,16950.5
20240701,5호선,여의나루,16013,16237,32250,16125
20240701,5호선,여의도,34410,35017,69427,34713.5
20240701,5호선,신길,5306,5558,10864,5432
20240701,5호선,영등포시장,12089,12315,24404,12202
20240701,5호선,영등포구청,5375,5327,10702,5351
20240701,5호선,양평,8626,8489,17115,8557.5
20240701,5호선,오목교(목동운동장앞),21979,23622,45601,22800.5
20240701,5호선,목동,17750,19412,37162,18581
20240701,5호선,신정(은행정),14589,12176,26765,13382.5
20240701,5호선,까치산,29768,29067,58835,29417.5
20240701,5호선,화곡,30736,28926,59662,29831
20240701,5호선,우장산,16105,15901,32006,16003
20240701,5호선,발산,24408,25074,49482,24741
20240701,5호선,마곡,13825,13811,27636,13818
20240701,5호선,송정,6945,6630,13575,6787.5
20240701,5호선,김포공항,11297,8114,19411,9705.5
20240701,5호선,개화산,6606,6381,12987,6493.5
20240701,5호선,방화,7863,7508,15371,7685.5
20240701,4호선,남태령,1307,1116,2423,1211.5
20240701,4호선,사당,25725,22524,48249,24124.5
20240701,4호선,총신대입구(이수),20903,22337,43240,21620
20240701,4호선,동작(현충원),1671,1915,3586,1793
20240701,4호선,이촌(국립중앙박물관),8507,9544,18051,9025.5
20240701,4호선,신용산,20804,21919,42723,21361.5
20240701,4호선,삼각지,6144,6767,12911,6455.5
20240701,4호선,숙대입구(갈월),15101,14611,29712,14856
20240701,4호선,서울역,13715,21364,35079,17539.5
20240701,4호선,회현(남대문시장),27977,29414,57391,28695.5
20240701,4호선,명동,33431,35193,68624,34312
20240701,4호선,충무로,32289,32994,65283,32641.5
20240701,4호선,동대문역사문화공원(DDP),19495,17356,36851,18425.5
20240701,4호선,동대문,22461,22714,45175,22587.5
20240701,4호선,혜화,31213,31262,62475,31237.5
20240701,4호선,한성대입구(삼선교),14145,13745,27890,13945
20240701,4호선,성신여대입구(돈암),22162,21452,43614,21807
20240701,4호선,미아사거리,28847,28021,56868,28434
20240701,4호선,미아(서울사이버대학),16455,16031,32486,16243
20240701,4호선,수유(강북구청),35817,35948,71765,35882.5
20240701,4호선,쌍문,31519,29147,60666,30333
20240701,4호선,창동,27657,29065,56722,28361
20240701,4호선,노원,30175,33598,63773,31886.5
20240701,4호선,상계,20974,19654,40628,20314
20240701,4호선,당고개,10388,8773,19161,9580.5
20240701,3호선,오금,7163,6328,13491,6745.5
20240701,3호선,경찰병원,8524,8706,17230,8615
20240701,3호선,가락시장,9865,9521,19386,9693
20240701,3호선,수서,19217,19516,38733,19366.5
20240701,3호선,일원,12239,11932,24171,12085.5
20240701,3호선,대청,12170,11425,23595,11797.5
20240701,3호선,학여울,2284,2253,4537,2268.5
20240701,3호선,대치,12680,12747,25427,12713.5
20240701,3호선,도곡,6594,6616,13210,6605
20240701,3호선,매봉,14354,13696,28050,14025
20240701,3호선,양재(서초구청),40184,43672,83856,41928
20240701,3호선,남부터미널(예술의전당),31194,31691,62885,31442.5
20240701,3호선,교대(법원.검찰청),18139,11099,29238,14619
20240701,3호선,고속터미널,39774,36774,76548,38274
20240701,3호선,잠원,5558,5300,10858,5429
20240701,3호선,신사,29427,30566,59993,29996.5
20240701,3호선,압구정,34292,36350,70642,35321
20240701,3호선,옥수,9377,9707,19084,9542
20240701,3호선,금호,8558,8041,16599,8299.5
20240701,3호선,약수,13816,13789,27605,13802.5
20240701,수인선,호구포,4241,4367,8608,4304
20240701,3호선,동대입구,9335,10098,19433,9716.5
20240701,3호선,충무로,6,0,6,3
20240701,3호선,을지로3가,12682,12517,25199,12599.5
20240701,3호선,종로3가,12056,13028,25084,12542
20240701,3호선,안국,27786,28258,56044,28022
20240701,3호선,경복궁(정부서울청사),24658,24596,49254,24627
20240701,3호선,독립문,7890,7894,15784,7892
20240701,3호선,무악재,4951,4764,9715,4857.5
20240701,3호선,홍제,19130,18253,37383,18691.5
20240701,3호선,녹번,16486,15364,31850,15925
20240701,3호선,불광,17864,19129,36993,18496.5
20240701,3호선,연신내,36454,34724,71178,35589
20240701,3호선,구파발,23356,22437,45793,22896.5
20240701,3호선,지축,8210,8281,16491,8245.5
20240701,2호선,용두(동대문구청),2679,2823,5502,2751
20240701,2호선,신정네거리,10894,11306,22200,11100
20240701,2호선,양천구청,7385,7731,15116,7558
20240701,2호선,도림천,1514,1640,3154,1577
20240701,2호선,신설동,3585,3448,7033,3516.5
20240701,2호선,신답,1877,2114,3991,1995.5
20240701,2호선,용답,3095,3076,6171,3085.5
20240701,2호선,충정로(경기대입구),11427,11993,23420,11710
20240701,2호선,아현,11789,10860,22649,11324.5
20240701,2호선,이대,16866,18864,35730,17865
20240701,2호선,신촌,38320,38797,77117,38558.5
20240701,2호선,홍대입구,68513,72441,140954,70477
20240701,2호선,합정,31876,33826,65702,32851
20240701,2호선,당산,19116,22661,41777,20888.5
20240701,2호선,영등포구청,24618,25392,50010,25005
20240701,2호선,문래,25593,26195,51788,25894
20240701,2호선,신도림,52030,50407,102437,51218.5
20240701,2호선,대림(구로구청),26349,26813,53162,26581
20240701,2호선,구로디지털단지,62554,62131,124685,62342.5
20240701,2호선,신대방,26718,25946,52664,26332
20240701,2호선,신림,57327,55411,112738,56369
20240701,2호선,봉천,26453,25095,51548,25774
20240701,2호선,서울대입구(관악구청),49359,48579,97938,48969
20240701,2호선,낙성대(강감찬),29414,28970,58384,29192
20240701,2호선,사당,39975,41536,81511,40755.5
20240701,2호선,방배,17238,17798,35036,17518
20240701,2호선,서초,23998,23682,47680,23840
20240701,2호선,교대(법원.검찰청),34405,40750,75155,37577.5
20240701,2호선,강남,86648,84979,171627,85813.5
20240701,2호선,역삼,58652,67029,125681,62840.5
20240701,2호선,선릉,65979,58231,124210,62105
20240701,2호선,삼성(무역센터),57969,59341,117310,58655
20240701,2호선,종합운동장,8393,9059,17452,8726
20240701,2호선,잠실새내,25148,24398,49546,24773
20240701,2호선,잠실(송파구청),78515,78503,157018,78509
20240701,2호선,잠실나루,17150,16607,33757,16878.5
20240701,2호선,강변(동서울터미널),31249,28846,60095,30047.5
20240701,2호선,구의(광진구청),26628,26269,52897,26448.5
20240701,2호선,건대입구,35948,37728,73676,36838
20240701,2호선,성수,44577,48653,93230,46615
20240701,2호선,뚝섬,25563,27051,52614,26307
20240701,2호선,한양대,10992,11890,22882,11441
20240701,2호선,왕십리(성동구청),16044,14530,30574,15287
20240701,2호선,상왕십리,15736,15624,31360,15680
20240701,2호선,신당,15440,15981,31421,15710.5
20240701,2호선,동대문역사문화공원(DDP),14628,16756,31384,15692
20240701,2호선,을지로4가,15868,15485,31353,15676.5
20240701,2호선,을지로3가,27086,26914,54000,27000
20240701,2호선,을지로입구,53917,55357,109274,54637
20240701,2호선,시청,29542,28262,57804,28902
20240701,1호선,동묘앞,9171,9320,18491,9245.5
20240701,1호선,청량리(서울시립대입구),23940,23062,47002,23501
20240701,1호선,제기동,17951,18156,36107,18053.5
20240701,1호선,신설동,15557,15072,30629,15314.5
20240701,1호선,동대문,12074,11684,23758,11879
20240701,1호선,종로5가,25143,24698,49841,24920.5
20240701,1호선,종로3가,25248,22927,48175,24087.5
20240701,1호선,종각,42386,42377,84763,42381.5
20240701,1호선,시청,27392,27297,54689,27344.5
20240701,1호선,서울역,55778,52158,107936,53968
20240702,중앙선,지평,41,51,92,46
20240702,경의선,검암,1,0,1,0.5
20240702,중앙선,양평,2804,2732,5536,2768
20240702,중앙선,오빈,274,282,556,278
20240702,중앙선,아신,485,458,943,471.5
20240702,중앙선,국수,643,607,1250,625
20240702,중앙선,신원,150,127,277,138.5
20240702,중앙선,양수,1597,1643,3240,1620
20240702,중앙선,운길산,486,470,956,478
20240702,중앙선,팔당,655,663,1318,659
20240702,중앙선,도심,2443,1934,4377,2188.5
20240702,중앙선,덕소,5327,5164,10491,5245.5
20240702,중앙선,양정,528,427,955,477.5
20240702,중앙선,도농,11337,10343,21680,10840
20240702,중앙선,구리,12780,12967,25747,12873.5
20240702,중앙선,양원,3269,3249,6518,3259
20240702,중앙선,망우,7291,6783,14074,7037
20240702,중앙선,상봉,5701,5695,11396,5698
20240702,중앙선,중랑,5425,5241,10666,5333
20240702,중앙선,회기,24356,23565,47921,23960.5
20240702,장항선,신창(순천향대),1080,1130,2210,1105
20240702,장항선,온양온천,3543,3588,7131,3565.5
20240702,장항선,배방,1110,1156,2266,1133
20240702,장항선,탕정,1541,1394,2935,1467.5
20240702,장항선,아산,3155,2863,6018,3009
20240702,장항선,쌍용(나사렛대),2219,2118,4337,2168.5
20240702,장항선,봉명,1438,1465,2903,1451.5
20240702,일산선,대화,14788,11287,26075,13037.5
20240702,일산선,주엽,9931,10122,20053,10026.5
20240702,일산선,정발산,6506,6716,13222,6611
20240702,일산선,마두,7977,8130,16107,8053.5
20240702,일산선,백석,9875,10008,19883,9941.5
20240702,일산선,대곡,3052,2317,5369,2684.5
20240702,일산선,화정,16477,17016,33493,16746.5
20240702,일산선,원당,10822,10278,21100,10550
20240702,일산선,삼송,19319,18615,37934,18967
20240702,일산선,지축,1,0,1,0.5
20240702,일산선,원흥,11513,11005,22518,11259
20240702,우이신설선,신설동,2369,2183,4552,2276
20240702,우이신설선,보문,1661,1611,3272,1636
20240702,우이신설선,성신여대입구(돈암),3519,3823,7342,3671
20240702,우이신설선,정릉,4465,4398,8863,4431.5
20240702,우이신설선,북한산보국문,5936,5911,11847,5923.5
20240702,우이신설선,솔샘,6037,5869,11906,5953
20240702,우이신설선,삼양사거리,2499,2577,5076,2538
20240702,우이신설선,삼양,1968,2120,4088,2044
20240702,우이신설선,화계,3446,3353,6799,3399.5
20240702,우이신설선,가오리,4376,4546,8922,4461
20240702,우이신설선,4.19민주묘지,2750,2693,5443,2721.5
20240702,우이신설선,솔밭공원,2565,2426,4991,2495.5
20240702,우이신설선,북한산우이,2551,2189,4740,2370
20240702,안산선,수리산,4105,3448,7553,3776.5
20240702,안산선,오이도,7457,7085,14542,7271
20240702,안산선,정왕,8091,8407,16498,8249
20240702,안산선,신길온천,1884,1684,3568,1784
20240702,안산선,안산,11451,10311,21762,10881
20240702,안산선,초지,4875,4800,9675,4837.5
20240702,안산선,고잔,8640,8262,16902,8451
20240702,안산선,중앙,17036,17584,34620,17310
20240702,안산선,한대앞,8751,8872,17623,8811.5
20240702,안산선,상록수,14273,14608,28881,14440.5
20240702,안산선,반월,4245,4175,8420,4210
20240702,안산선,대야미,4830,4420,9250,4625
20240702,안산선,산본,15702,16649,32351,16175.5
20240702,신림선,관악산(서울대),2471,2421,4892,2446
20240702,신림선,서울대벤처타운,9410,8961,18371,9185.5
20240702,신림선,서원,3739,3370,7109,3554.5
20240702,신림선,신림,1905,2531,4436,2218
20240702,신림선,당곡,5022,5031,10053,5026.5
20240702,신림선,보라매병원,8850,9197,18047,9023.5
20240702,신림선,보라매공원,2363,2503,4866,2433
20240702,신림선,보라매,4566,4098,8664,4332
20240702,신림선,서울지방병무청,3391,3671,7062,3531
20240702,신림선,대방,2931,2408,5339,2669.5
20240702,신림선,샛강,3287,3730,7017,3508.5
20240702,수인선,인천,863,1362,2225,1112.5
20240702,수인선,신포,1702,1746,3448,1724
20240702,수인선,숭의,3978,3723,7701,3850.5
20240702,수인선,인하대,6194,5923,12117,6058.5
20240702,수인선,송도,2244,2013,4257,2128.5
20240702,수인선,연수,4430,4347,8777,4388.5
20240702,수인선,원인재,4136,4235,8371,4185.5
20240702,수인선,남동인더스파크,2495,2775,5270,2635
20240702,수인선,호구포,3980,4186,8166,4083
20240702,수인선,인천논현,5213,5527,10740,5370
20240702,수인선,소래포구,4141,3872,8013,4006.5
20240702,수인선,월곶,2667,2467,5134,2567
20240702,수인선,달월,124,60,184,92
20240702,수인선,사리,4889,4361,9250,4625
20240702,수인선,야목,414,358,772,386
20240702,수인선,어천,1173,1225,2398,1199
20240702,수인선,오목천,3825,3427,7252,3626
20240702,수인선,고색,5644,5120,10764,5382
20240702,서해선,부천종합운동장,2631,2206,4837,2418.5
20240702,서해선,원종,4575,4655,9230,4615
20240702,서해선,김포공항,2791,3676,6467,3233.5
20240702,분당선,매교,5458,5407,10865,5432.5
20240702,분당선,수원시청,13439,14362,27801,13900.5
20240702,분당선,매탄권선,5627,5650,11277,5638.5
20240702,분당선,망포,16031,15365,31396,15698
20240702,분당선,영통,8595,8825,17420,8710
20240702,분당선,청명,4685,4526,9211,4605.5
20240702,분당선,상갈,5388,5038,10426,5213
20240702,분당선,기흥,10323,9341,19664,9832
20240702,분당선,신갈,4771,4642,9413,4706.5
20240702,분당선,구성,6402,6549,12951,6475.5
20240702,분당선,죽전,12550,13729,26279,13139.5
20240702,분당선,보정,2750,2477,5227,2613.5
20240702,분당선,이매,5923,5497,11420,5710
20240702,분당선,오리,11842,10145,21987,10993.5
20240702,분당선,미금,15323,15962,31285,15642.5
20240702,분당선,정자,19412,20369,39781,19890.5
20240702,분당선,수내,14625,15004,29629,14814.5
20240702,분당선,서현,24011,24595,48606,24303
20240702,분당선,야탑,25369,26929,52298,26149
20240702,분당선,모란,18748,18694,37442,18721
20240702,분당선,태평,13122,12480,25602,12801
20240702,분당선,가천대,7972,8482,16454,8227
20240702,분당선,선정릉,8580,8923,17503,8751.5
20240702,분당선,강남구청,10514,12116,22630,11315
20240702,분당선,압구정로데오,18853,20655,39508,19754
20240702,분당선,서울숲,12014,12238,24252,12126
20240702,분당선,수원,7430,6685,14115,7057.5
20240702,분당선,수서,16833,17540,34373,17186.5
20240702,분당선,대모산입구,6546,6231,12777,6388.5
20240702,분당선,개포동,4724,4802,9526,4763
20240702,분당선,구룡,3931,3962,7893,3946.5
20240702,분당선,도곡,8162,8203,16365,8182.5
20240702,분당선,한티,16266,17568,33834,16917
20240702,분당선,선릉,15233,23100,38333,19166.5
20240702,과천선,범계,26481,26514,52995,26497.5
20240702,과천선,평촌,18670,18411,37081,18540.5
20240702,과천선,인덕원,25969,26955,52924,26462
20240702,과천선,정부과천청사,13029,13486,26515,13257.5
20240702,과천선,과천,6700,6219,12919,6459.5
20240702,과천선,대공원,2353,2423,4776,2388
20240702,과천선,경마공원,1169,1178,2347,1173.5
20240702,과천선,선바위,7824,6890,14714,7357
20240702,공항철도 1호선,영종,3997,4005,8002,4001
20240702,공항철도 1호선,인천공항2터미널,6570,5731,12301,6150.5
20240702,공항철도 1호선,인천공항1터미널,13723,14064,27787,13893.5
20240702,공항철도 1호선,공항화물청사,2201,2407,4608,2304
20240702,공항철도 1호선,운서,8741,9028,17769,8884.5
20240702,공항철도 1호선,청라국제도시,7641,7229,14870,7435
20240702,공항철도 1호선,검암,6434,6642,13076,6538
20240702,공항철도 1호선,계양,13452,12824,26276,13138
20240702,공항철도 1호선,김포공항,9293,5842,15135,7567.5
20240702,공항철도 1호선,마곡나루(서울식물원),13366,12441,25807,12903.5
20240702,공항철도 1호선,디지털미디어시티,15975,15014,30989,15494.5
20240702,공항철도 1호선,홍대입구,11923,11774,23697,11848.5
20240702,공항철도 1호선,공덕,3109,3942,7051,3525.5
20240702,공항철도 1호선,서울역,11384,10488,21872,10936
20240702,경춘선,춘천,973,830,1803,901.5
20240702,경춘선,남춘천,2160,2214,4374,2187
20240702,경춘선,김유정,274,290,564,282
20240702,경춘선,강촌,412,296,708,354
20240702,경춘선,백양리,61,44,105,52.5
20240702,경춘선,굴봉산,94,79,173,86.5
20240702,경춘선,가평,1877,1864,3741,1870.5
20240702,경춘선,상천,240,208,448,224
20240702,경춘선,청평,1620,1572,3192,1596
20240702,경춘선,대성리,1111,837,1948,974
20240702,경춘선,마석,3510,3408,6918,3459
20240702,경춘선,천마산,1387,1298,2685,1342.5
20240702,경춘선,평내호평,5929,5712,11641,5820.5
20240702,경춘선,금곡,1371,1404,2775,1387.5
20240702,경춘선,사릉,2013,1963,3976,1988
20240702,경춘선,퇴계원,3575,3253,6828,3414
20240702,경춘선,별내,3451,3254,6705,3352.5
20240702,경춘선,갈매,3075,2669,5744,2872
20240702,경춘선,신내,2846,2587,5433,2716.5
20240702,경인선,도화,4036,3777,7813,3906.5
20240702,경인선,중동,9012,8475,17487,8743.5
20240702,경인선,온수(성공회대입구),6263,5965,12228,6114
20240702,경인선,도원,3346,3406,6752,3376
20240702,경인선,간석,5763,5528,11291,5645.5
20240702,경인선,부개,8640,8108,16748,8374
20240702,경인선,소사,7139,6934,14073,7036.5
20240702,경인선,구일,10630,11326,21956,10978
20240702,경인선,인천,2912,2116,5028,2514
20240702,경인선,동인천,12837,11937,24774,12387
20240702,경인선,제물포,10151,9890,20041,10020.5
20240702,경인선,주안,17305,15795,33100,16550
20240702,경인선,동암,14696,14742,29438,14719
20240702,경인선,백운,7247,7097,14344,7172
20240702,경인선,부평,26143,27138,53281,26640.5
20240702,경인선,송내,26279,26228,52507,26253.5
20240702,경인선,부천,28240,28135,56375,28187.5
20240702,경인선,역곡,25171,25278,50449,25224.5
20240702,경인선,오류동,11458,10840,22298,11149
20240702,경인선,개봉,21193,21218,42411,21205.5
20240702,경의선,운천,3,1,4,2
20240702,경의선,임진강,8,4,12,6
20240702,경의선,문산,5051,4768,9819,4909.5
20240702,경의선,파주,1156,793,1949,974.5
20240702,경의선,월롱,1974,1806,3780,1890
20240702,경의선,금촌,6119,6004,12123,6061.5
20240702,경의선,금릉,5313,5134,10447,5223.5
20240702,경의선,운정,7989,7460,15449,7724.5
20240702,경의선,야당,8678,8471,17149,8574.5
20240702,경의선,탄현,7961,7794,15755,7877.5
20240702,경의선,일산,10957,10854,21811,10905.5
20240702,경의선,풍산,6025,5664,11689,5844.5
20240702,경의선,백마,7602,7428,15030,7515
20240702,경의선,곡산,697,726,1423,711.5
20240702,경의선,능곡,4841,4535,9376,4688
20240702,경의선,행신,8093,7950,16043,8021.5
20240702,경의선,강매,3445,2902,6347,3173.5
20240702,경의선,한국항공대,1995,1899,3894,1947
20240702,경의선,수색,3761,3890,7651,3825.5
20240702,경의선,디지털미디어시티,2857,2586,5443,2721.5
20240702,경의선,가좌,6109,5810,11919,5959.5
20240702,경의선,홍대입구,1825,2060,3885,1942.5
20240702,경의선,서강대,2223,2206,4429,2214.5
20240702,경의선,공덕,4464,3612,8076,4038
20240702,경의선,효창공원앞,3384,3884,7268,3634
20240702,경의선,신촌,1153,1341,2494,1247
20240702,경의선,서울역,4922,6130,11052,5526
20240702,경원선,연천,873,791,1664,832
20240702,경원선,전곡,874,817,1691,845.5
20240702,경원선,청산,138,108,246,123
20240702,경원선,소요산,1048,973,2021,1010.5
20240702,경원선,동두천,1674,1614,3288,1644
20240702,경원선,보산,1407,1338,2745,1372.5
20240702,경원선,동두천중앙,2866,2810,5676,2838
20240702,경원선,지행,6118,6085,12203,6101.5
20240702,경원선,덕정,5827,5560,11387,5693.5
