"last_name, first_name","player_id","year","player_age","p_game","p_formatted_ip","pa","ab","hit","home_run","strikeout","walk","k_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","p_earned_run","p_out","p_win","p_loss","p_era","p_quality_start","woba","z_swing_percent","z_swing_miss_percent","oz_swing_miss_percent","out_zone_percent","n","fastball_avg_speed"
"Soriano, José","667755","2024","25","17","87.1","360","313","71","8","72","34",20,".227",".351",".312","0.663","36","262","5","7","3.71","6",".295",64.5,12.9,46.4,51.7,"1318","98.1"
"Wacha, Michael","608379","2024","32","16","89.1","374","339","84","9","78","27",20.9,".248",".389",".306","0.695","38","268","6","6","3.83","7",".305",68.8,17.9,36.4,50,"1417","92.5"
"Crochet, Garrett","676979","2024","25","20","107.1","426","396","79","10","150","23",35.2,".199",".318",".251","0.569","36","322","6","6","3.02","11",".252",68.7,25.4,51.2,45.7,"1719","95.1"
"Parker, Mitchell","680730","2024","24","17","92.1","379","355","84","12","76","21",20.1,".237",".389",".280","0.669","40","277","5","5","3.90","6",".291",70.6,15.5,39.8,45.8,"1418","92.6"
"Gibson, Kyle","502043","2024","36","18","101.2","430","382","97","13","96","41",22.3,".254",".414",".327","0.741","47","305","7","3","4.16","8",".325",62.9,15.5,50.2,56.8,"1658","90.3"
"Burnes, Corbin","669203","2024","29","19","118.2","472","446","99","13","110","25",23.3,".222",".343",".263","0.606","32","356","9","4","2.43","15",".266",66.4,16.1,52.4,52.9,"1788","95.6"
"Eovaldi, Nathan","543135","2024","34","16","94.0","375","341","72","10","92","26",24.5,".211",".343",".275","0.618","31","282","6","3","2.97","8",".273",68.5,19.5,45.7,49.1,"1414","94.5"
"Cortes Jr., Nestor","641482","2024","29","20","115.1","468","440","107","16","110","22",23.5,".243",".414",".283","0.697","47","346","4","8","3.67","9",".302",71.9,20.8,35.5,48,"1866","90"
"Assad, Javier","665871","2024","26","17","85.1","369","323","80","12","79","35",21.4,".248",".418",".325","0.743","31","256","4","3","3.27","3",".325",61.6,13.7,29.8,49.9,"1488","90.7"
"Waldron, Matt","663362","2024","27","19","106.2","443","404","94","12","94","31",21.2,".233",".384",".295","0.679","44","320","5","8","3.71","8",".298",65,16,32.7,49.3,"1731","89.9"
"Soroka, Michael","647336","2024","26","22","72.1","321","270","64","13","71","42",22.1,".237",".441",".342","0.783","42","217","0","10","5.23","1",".340",62.8,12.9,45.4,52.9,"1330","92.9"
"Skubal, Tarik","669373","2024","27","19","116.0","455","426","81","10","140","21",30.8,".190",".315",".237","0.552","31","348","10","3","2.41","14",".243",67.7,26.3,50,44.1,"1723","96.7"
"Fried, Max","608331","2024","30","18","108.0","441","401","91","9","95","34",21.5,".227",".309",".293","0.602","37","324","7","5","3.08","10",".272",64.3,15.7,41.9,51.6,"1719","93.3"
"Spence, Mitch","687765","2024","26","22","83.1","351","325","87","12","72","23",20.5,".268",".449",".319","0.768","44","250","5","6","4.75","2",".333",71.6,11.4,49.3,50,"1345","91.3"
"Kikuchi, Yusei","579328","2024","33","20","106.0","450","417","112","16","117","26",26,".269",".434",".312","0.746","52","318","4","8","4.42","8",".323",66.8,20.7,48.9,46.7,"1764","95.6"
"Nelson, Ryne","669194","2024","26","17","86.2","378","350","103","10","59","20",15.6,".294",".486",".333","0.819","48","260","6","6","4.98","6",".348",72.8,14.7,27.7,46.3,"1408","93.9"
"Bassitt, Chris","605135","2024","35","19","107.1","469","414","109","8","100","45",21.3,".263",".350",".345","0.695","42","322","8","7","3.52","9",".312",64.9,17.2,28.5,48.3,"1854","91.7"
"Gray, Jon","592351","2024","32","18","85.1","364","338","90","8","73","23",20.1,".266",".396",".311","0.707","38","256","4","4","4.01","6",".309",69.6,14.5,50,47.4,"1368","94.8"
"Quintana, Jose","500779","2024","35","19","102.1","436","390","95","17","79","34",18.1,".244",".428",".316","0.744","47","307","4","6","4.13","7",".325",64.8,11.4,38.3,57.3,"1681","90.6"
"Ryan, Joe","657746","2024","28","19","114.2","459","433","96","16","124","19",27,".222",".406",".261","0.667","45","344","6","6","3.53","11",".288",68.8,20.7,41.5,45.1,"1793","94"
"Montas, Frankie","593423","2024","31","17","84.1","362","321","77","12","69","35",19.1,".240",".417",".323","0.740","41","253","4","7","4.38","6",".325",71.7,16,42.5,50.5,"1428","93.7"
"Peralta, Freddy","642547","2024","28","19","103.0","432","384","87","14","130","36",30.1,".227",".372",".305","0.677","47","309","6","5","4.11","7",".300",70.7,24.8,48.2,54,"1821","94.5"
"Hudson, Dakota","641712","2024","29","17","86.1","391","337","96","10","48","46",12.3,".285",".430",".377","0.807","56","259","2","12","5.84","4",".357",64.2,11,39.3,51.2,"1447","90.2"
"Steele, Justin","657006","2024","28","14","86.1","345","320","64","8","81","18",23.5,".200",".325",".249","0.574","26","259","2","3","2.71","8",".253",68,16.7,42.9,42.1,"1219","91.8"
"Hicks, Jordan","663855","2024","27","19","95.0","409","363","93","11","83","36",20.3,".256",".399",".335","0.734","40","285","4","6","3.79","3",".325",64.8,14.8,47.3,51.8,"1664","94.5"
"Irvin, Cole","608344","2024","30","18","88.2","387","359","103","12","61","20",15.8,".287",".476",".329","0.805","46","266","6","5","4.67","4",".346",67.4,12.8,32.2,43.1,"1381","90.9"
"Canning, Griffin","656288","2024","28","19","102.1","446","398","106","18","70","36",15.7,".266",".455",".333","0.788","55","307","3","9","4.84","5",".341",70.4,12.8,42.7,52.6,"1703","93.5"
"Castillo, Luis","622491","2024","31","20","117.1","479","439","103","15","116","34",24.2,".235",".401",".291","0.692","46","352","8","9","3.53","12",".300",71.6,18.5,42.2,52.3,"1915","95.4"
"Wilson, Bryse","669060","2024","26","23","83.0","351","318","77","15","66","28",18.8,".242",".418",".311","0.729","38","249","5","3","4.12","2",".319",67,16.5,36.9,46.3,"1312","91.5"
"Flaherty, Jack","656427","2024","28","16","95.0","371","352","77","14","119","16",32.1,".219",".389",".259","0.648","33","285","6","5","3.13","10",".281",65.1,22.7,52.8,52.8,"1408","93.4"
"Mize, Casey","663554","2024","27","16","78.2","345","320","93","7","58","21",16.8,".291",".416",".333","0.749","37","236","2","6","4.23","5",".326",71.5,14.7,39.4,49.1,"1388","95.6"
"Cease, Dylan","656302","2024","28","20","115.0","467","420","88","15","149","36",31.9,".210",".371",".272","0.643","51","345","8","8","3.99","11",".281",67.4,23.3,52.7,52.2,"1985","96.7"
"Eflin, Zach","621107","2024","30","17","99.1","412","397","102","13","78","9",18.9,".257",".421",".277","0.698","44","298","5","6","3.99","6",".300",64.3,13.7,36.9,45.6,"1442","90.3"
"Morton, Charlie","450203","2024","40","17","97.1","404","351","81","11","97","38",24,".231",".396",".325","0.721","44","292","5","5","4.07","7",".319",67.6,15.6,50.4,51,"1607","92.7"
"Gore, MacKenzie","669022","2024","25","19","98.2","435","388","104","7","116","37",26.7,".268",".387",".341","0.728","44","296","6","8","4.01","5",".323",74.1,21,54.1,50.2,"1823","96.4"
"Pivetta, Nick","601713","2024","31","14","75.1","306","285","66","13","88","20",28.8,".232",".428",".281","0.709","35","226","4","6","4.18","5",".305",70.3,16.3,54,46.5,"1209","93.5"
"Ashcraft, Graham","668933","2024","26","15","77.1","350","316","89","11","57","27",16.3,".282",".434",".349","0.783","45","232","5","5","5.24","3",".343",72.3,13,46.6,50,"1342","95.4"
"Sandoval, Patrick","663776","2024","27","16","79.2","353","312","85","8","81","35",22.9,".272",".401",".349","0.750","45","239","2","8","5.08","4",".330",65.1,18,46.2,49.8,"1444","93.7"
"Feltner, Ryan","663372","2024","27","19","102.1","449","408","115","12","91","33",20.3,".282",".434",".339","0.773","61","307","1","9","5.36","6",".337",68.7,18.6,41.2,46.9,"1671","94.7"
"Gausman, Kevin","592332","2024","33","19","104.0","448","417","109","15","104","27",23.2,".261",".444",".309","0.753","52","312","7","8","4.50","9",".326",71.3,17.1,39,51.1,"1693","93.9"
"Gilbert, Logan","669302","2024","27","20","132.1","500","471","90","15","124","25",24.8,".191",".342",".234","0.576","41","397","6","5","2.79","16",".250",70.9,19.4,55.7,49.1,"1838","94.9"
"Olson, Reese","681857","2024","24","18","101.0","418","380","90","6","92","29",22,".237",".350",".292","0.642","37","303","4","8","3.30","9",".282",66.9,14.7,49.2,56.7,"1643","94.2"
"Brown, Hunter","686613","2024","25","19","98.1","422","378","97","14","105","38",24.9,".257",".405",".332","0.737","48","295","7","6","4.39","10",".325",63.8,20.5,39.1,50.5,"1698","94.9"
"Lively, Ben","594902","2024","32","16","88.0","356","327","78","15","78","25",21.9,".239",".434",".298","0.732","35","264","8","5","3.58","5",".317",69.3,13.9,37,49.2,"1353","90.2"
"Rodriguez, Grayson","680570","2024","24","17","99.2","420","383","93","13","112","31",26.7,".243",".407",".307","0.714","43","299","11","4","3.88","9",".313",68.2,21.7,50.8,48.7,"1584","96.1"
"Pfaadt, Brandon","694297","2024","25","19","113.1","466","435","105","14","104","26",22.3,".241",".393",".287","0.680","50","340","4","6","3.97","10",".295",67.4,16.4,43.9,46.4,"1673","93.4"
"Ober, Bailey","641927","2024","28","18","100.0","400","370","84","16","106","24",26.5,".227",".430",".278","0.708","46","300","8","5","4.14","9",".304",70.5,23,40.6,49.7,"1559","90"
"Bello, Brayan","678394","2024","25","17","89.2","397","357","99","14","85","33",21.4,".277",".448",".348","0.796","53","269","10","5","5.32","5",".348",65,18.4,41.4,52,"1518","95.8"
"Woods Richardson, Simeon","680573","2024","23","16","82.0","340","307","70","8","71","24",20.9,".228",".355",".287","0.642","32","246","3","1","3.51","5",".283",69.1,14.8,38.6,48.4,"1360","93.1"
"Rodón, Carlos","607074","2024","31","20","107.0","459","415","104","20","112","33",24.4,".251",".465",".318","0.783","55","321","9","7","4.63","10",".339",71.8,19,49.5,53.6,"1918","95.1"
"López, Pablo","641154","2024","28","19","104.0","434","403","100","18","121","23",27.9,".248",".432",".291","0.723","59","312","8","7","5.11","8",".312",70.5,21.4,44.1,50.4,"1699","94.5"
"Anderson, Tyler","542881","2024","34","19","118.0","482","430","91","14","81","47",16.8,".212",".370",".293","0.663","39","354","8","8","2.97","10",".292",69.4,20.2,38.3,52,"1803","87.5"
"Lugo, Seth","607625","2024","34","20","127.0","513","473","108","11","116","30",22.6,".228",".353",".282","0.635","35","381","11","4","2.48","15",".280",63.8,13.7,44.3,49.8,"1919","92.2"
"Wheeler, Zack","554430","2024","34","19","116.2","467","421","81","11","126","35",27,".192",".318",".264","0.582","35","350","10","4","2.70","14",".260",68.3,21.4,39.5,49.6,"1864","94.3"
"Maeda, Kenta","628317","2024","36","17","69.1","303","277","82","15","55","23",18.2,".296",".527",".351","0.878","53","208","2","5","6.88","2",".377",65.5,14.6,38.5,54.5,"1237","90.5"
"Imanaga, Shota","684007","2024","30","17","97.0","398","380","92","12","98","16",24.6,".242",".379",".274","0.653","32","291","8","2","2.97","11",".284",74.3,18.8,47.2,47.8,"1480","91.8"
"Rea, Colin","607067","2024","33","19","105.0","441","404","96","14","76","31",17.2,".238",".399",".299","0.698","44","315","9","3","3.77","6",".306",66.5,14.4,29.4,48.4,"1622","90.9"
"Webb, Logan","657277","2024","27","20","124.1","510","476","126","6","107","28",21,".265",".357",".306","0.663","48","373","7","7","3.47","14",".289",60.2,11.2,33.7,52.9,"1947","92.2"
"Gomber, Austin","596295","2024","30","18","99.2","417","390","105","18","67","25",16.1,".269",".462",".312","0.774","51","299","2","6","4.61","6",".333",67.4,14.1,31.5,48.9,"1589","90.4"
"Mikolas, Miles","571945","2024","35","20","112.1","464","438","119","17","77","18",16.6,".272",".473",".302","0.775","64","337","7","8","5.13","11",".332",64.2,11.4,30.3,43.6,"1689","92.7"
"Crawford, Kutter","676710","2024","28","20","114.0","455","416","88","14","110","29",24.2,".212",".361",".271","0.632","38","342","6","7","3.00","11",".277",68.6,17.9,44.9,46.3,"1679","90.2"
"Houck, Tanner","656557","2024","28","19","117.0","477","442","95","5","112","26",23.5,".215",".285",".271","0.556","33","351","8","6","2.54","14",".251",62.3,14.8,39.3,48.5,"1790","92.9"
"Carrasco, Carlos","471911","2024","37","17","86.0","367","333","91","14","68","26",18.5,".273",".486",".333","0.819","48","258","3","7","5.02","4",".353",71,11,44.1,53.7,"1353","91.3"
"Lodolo, Nick","666157","2024","26","14","78.1","327","292","64","9","81","24",24.8,".219",".360",".303","0.663","29","235","8","3","3.33","6",".296",62,17.2,54.9,49.1,"1235","94.1"
"Heaney, Andrew","571760","2024","33","19","95.0","409","376","93","14","97","26",23.7,".247",".412",".303","0.715","40","285","3","10","3.79","5",".312",70.4,18.2,46.2,50.9,"1588","91.5"
"Manaea, Sean","640455","2024","32","18","96.1","400","354","77","9","96","40",24,".218",".336",".302","0.638","37","289","6","3","3.46","6",".287",68.7,17.7,44.6,49.5,"1660","91.7"
"Hendricks, Kyle","543294","2024","34","17","70.1","307","281","85","13","50","21",16.3,".302",".473",".352","0.825","53","211","2","7","6.78","2",".357",64.4,13,30.9,51.5,"1130","87.8"
"Suárez, Ranger","624133","2024","28","19","114.0","457","424","93","9","112","26",24.5,".219",".340",".273","0.613","35","342","10","4","2.76","11",".270",66.3,13.1,40.8,52.5,"1701","90.4"
"Blanco, Ronel","669854","2024","30","18","109.0","428","378","64","16","100","42",23.4,".169",".331",".251","0.582","31","327","9","4","2.56","11",".258",67.2,17.3,52.3,51.5,"1702","93.4"
"Irvin, Jake","663623","2024","27","20","116.0","467","433","100","14","99","29",21.2,".231",".395",".283","0.678","45","348","7","8","3.49","12",".295",66.5,16.7,40.6,44.5,"1846","93.3"
"Pérez, Martín","527048","2024","33","14","73.1","327","299","94","11","57","25",17.4,".314",".498",".371","0.869","42","220","1","5","5.15","4",".377",66,12.5,31.1,50.1,"1215","90.1"
"Lynn, Lance","458681","2024","37","19","96.1","426","380","97","14","92","37",21.6,".255",".418",".325","0.743","47","289","5","4","4.39","6",".325",73.7,21.4,35.2,53,"1684","91"
"Civale, Aaron","650644","2024","29","19","98.1","429","391","104","19","98","32",22.8,".266",".455",".327","0.782","54","295","2","7","4.94","4",".340",64.2,13.7,43,52.8,"1662","90.3"
"Stone, Gavin","694813","2024","25","17","96.2","399","367","91","8","76","28",19,".248",".362",".302","0.664","35","290","9","3","3.26","8",".293",70.6,17,38.6,50.5,"1465","94.6"
"Quantrill, Cal","615698","2024","29","19","102.1","434","385","99","14","78","39",18,".257",".418",".335","0.753","47","307","6","7","4.13","10",".331",69,17.2,35.2,51.7,"1776","92.2"
"Bibee, Tanner","676440","2024","25","19","105.0","433","395","91","13","123","27",28.4,".230",".410",".285","0.695","44","315","7","4","3.77","7",".301",72.2,23.8,38.5,47.4,"1767","94.6"
"Arrighetti, Spencer","681293","2024","24","17","80.0","366","314","84","11","93","44",25.4,".268",".436",".366","0.802","50","240","4","7","5.63","3",".353",64.9,18.4,48.6,48.5,"1465","92"
"Lorenzen, Michael","547179","2024","32","16","92.0","373","323","68","13","65","44",17.4,".211",".375",".314","0.689","36","276","5","5","3.52","8",".307",66.9,16.9,34.4,52.2,"1465","93.2"
"Allen, Logan","671106","2024","25","18","87.1","386","344","100","18","76","35",19.7,".291",".535",".361","0.896","55","262","8","4","5.67","5",".384",68.7,14.8,41.6,52.3,"1505","89.8"
"Abbott, Andrew","671096","2024","25","19","106.1","443","402","89","18","86","40",19.4,".221",".410",".293","0.703","40","319","9","6","3.39","7",".308",68.4,15.6,38.8,49.3,"1772","92.9"
"Falter, Bailey","663559","2024","27","17","90.1","365","331","80","12","61","28",16.7,".242",".399",".298","0.697","41","271","4","7","4.08","7",".303",67.6,12,42.1,45,"1304","91.8"
"Pepiot, Ryan","686752","2024","26","17","87.1","352","315","63","11","94","31",26.7,".200",".349",".278","0.627","38","262","6","5","3.92","6",".279",66.9,22.2,46,52.1,"1433","94.8"
"Kirby, George","669923","2024","26","20","117.2","470","448","104","11","116","13",24.7,".232",".364",".257","0.621","43","353","7","7","3.29","13",".269",73.4,20.2,36,48.4,"1780","95.7"
"Sears, JP","676664","2024","28","19","100.2","431","380","95","14","76","32",17.6,".250",".437",".320","0.757","51","302","6","7","4.56","6",".328",68.5,17.6,36.6,47.5,"1663","91.7"
"Gil, Luis","661563","2024","26","19","102.1","419","362","62","9","118","49",28.2,".171",".307",".280","0.587","36","307","10","5","3.17","9",".267",67.1,20.9,48.9,52.5,"1740","96.7"
"Berríos, José","621244","2024","30","20","119.0","489","440","108","21","87","33",17.8,".245",".420",".314","0.734","53","357","8","7","4.01","12",".322",63.8,13.5,32.8,50.9,"1824","93.6"
"Stroman, Marcus","573186","2024","33","19","105.0","447","389","92","15","78","47",17.4,".237",".406",".329","0.735","41","315","7","4","3.51","7",".324",66.2,12,40,58.1,"1777","89.3"
"Paxton, James","572020","2024","35","17","84.1","366","314","78","10","57","44",15.6,".248",".401",".338","0.739","41","253","7","2","4.38","6",".325",70.6,12.1,42,51.5,"1446","92.7"
"Yamamoto, Yoshinobu","808967","2024","25","14","74.0","301","280","62","6","84","17",27.9,".221",".357",".266","0.623","24","222","6","2","2.92","7",".272",64.6,17.8,46.9,48,"1188","95"
"Corbin, Patrick","571578","2024","34","19","105.0","459","413","126","15","73","36",15.9,".305",".511",".359","0.870","65","315","1","9","5.57","4",".371",68,10.9,40.6,52.6,"1681","89.7"
"Sale, Chris","519242","2024","35","18","110.0","432","401","81","7","140","24",32.4,".202",".312",".256","0.568","33","330","13","3","2.70","10",".252",63.7,20.5,50.9,47.4,"1720","94.7"
"Jones, Jared","683003","2024","22","16","91.0","371","337","74","12","98","27",26.4,".220",".398",".283","0.681","36","273","5","6","3.56","9",".296",72.3,24.3,52.2,46.7,"1378","97.3"
"King, Michael","650633","2024","29","20","111.0","468","420","95","14","129","42",27.6,".226",".371",".300","0.671","42","333","7","6","3.41","8",".297",60.8,20.5,41.5,50.3,"1877","93.1"
