"last_name, first_name","player_id","year","player_age","p_game","p_formatted_ip","pa","ab","hit","home_run","strikeout","walk","k_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","p_earned_run","p_out","p_win","p_loss","p_era","p_quality_start","woba","z_swing_percent","z_swing_miss_percent","oz_swing_miss_percent","out_zone_percent","n","fastball_avg_speed"
"Brubaker, JT","664141","2021","27","24","124.1","537","485","123","28","129","37",24,".254",".480",".318","0.798","74","373","5","13","5.36","7",".340",68.2,17.1,50,51.9,"1944","93.1"
"Nola, Aaron","605400","2021","28","32","180.2","749","696","165","26","223","39",29.8,".237",".405",".286","0.691","93","542","9","9","4.63","11",".297",66.5,19.9,45.9,48.7,"2971","92.5"
"Quantrill, Cal","615698","2021","26","40","149.2","616","552","129","16","121","47",19.6,".234",".373",".302","0.675","48","449","8","3","2.89","12",".296",68.5,17.1,31.6,54.6,"2263","92.3"
"Woodruff, Brandon","605540","2021","28","30","179.1","708","650","130","18","211","43",29.8,".200",".317",".256","0.573","51","538","9","10","2.56","20",".252",68.5,23.2,39.8,47.9,"2810","96.4"
"Ray, Robbie","592662","2021","29","32","193.1","773","714","150","33","248","52",32.1,".210",".401",".267","0.668","61","580","13","7","2.84","23",".287",73.1,22.7,56.2,49.2,"3141","94.8"
"Gilbert, Logan","669302","2021","24","24","119.1","503","464","112","17","128","28",25.4,".241",".425",".291","0.716","62","358","6","5","4.68","6",".305",75.2,22.4,40.8,49.6,"2125","95.3"
"Happ, J.A.","457918","2021","38","30","152.1","671","615","177","30","122","48",18.2,".288",".511",".341","0.852","98","457","10","8","5.79","7",".361",71.9,14,31.7,53.4,"2674","90.5"
"Scherzer, Max","453286","2021","36","30","179.1","693","644","119","23","236","36",34.1,".185",".331",".239","0.570","49","538","15","4","2.46","18",".248",71,25.8,54.5,49.4,"2821","93.5"
"Alzolay, Adbert","640470","2021","26","29","125.2","519","474","112","25","128","34",24.7,".236",".439",".294","0.733","64","377","5","13","4.58","6",".312",67.3,19.2,44.9,48.4,"1955","93.4"
"Cole, Gerrit","543037","2021","30","30","181.1","726","677","151","24","243","41",33.5,".223",".372",".267","0.639","65","544","16","8","3.23","18",".276",66.8,24.7,46,51.4,"2969","97.7"
"Plesac, Zach","668676","2021","26","25","142.2","598","552","137","23","100","34",16.7,".248",".437",".299","0.736","74","428","10","6","4.67","9",".314",73.6,16.9,40.3,49.1,"2205","92.8"
"Wainwright, Adam","425794","2021","39","32","206.1","828","765","168","21","174","50",21,".220",".352",".275","0.627","70","619","17","7","3.05","22",".273",60.7,11.9,36.7,50.5,"3068","87.5"
"Hendricks, Kyle","543294","2021","31","32","181.0","785","719","200","31","131","44",16.7,".278",".481",".330","0.811","96","543","14","7","4.77","19",".345",65.8,15.3,29.1,51.5,"2809","87.3"
"Anderson, Tyler","542881","2021","31","31","167.0","703","648","170","27","134","38",19.1,".262",".452",".301","0.753","84","501","7","11","4.53","11",".319",73,19.7,31.5,47.6,"2602","88.4"
"Yarbrough, Ryan","642232","2021","29","30","155.0","653","610","163","25","117","27",17.9,".267",".457",".307","0.764","88","465","9","7","5.11","7",".325",67,16,31.1,51.6,"2488","83"
"Houser, Adrian","605288","2021","28","28","142.1","599","518","118","12","105","64",17.5,".228",".340",".323","0.663","51","427","10","6","3.22","7",".297",65.5,11.1,33,54.8,"2352","93.7"
"Gallen, Zac","668678","2021","25","23","121.1","523","463","108","19","139","49",26.6,".233",".413",".312","0.725","58","364","4","10","4.30","8",".313",64.9,14.4,43.8,52.5,"2102","93"
"Ryu, Hyun Jin","547943","2021","34","31","169.0","701","658","170","24","143","37",20.4,".258",".435",".299","0.734","82","507","14","10","4.37","13",".313",64.7,16.2,35.7,50.4,"2689","88.4"
"Kaprielian, James","621076","2021","27","24","119.1","502","451","105","19","123","41",24.5,".233",".430",".302","0.732","54","358","8","5","4.07","8",".314",67.8,21.9,39.9,52.5,"2024","92.9"
"Fried, Max","608331","2021","27","28","165.2","667","612","139","15","158","41",23.7,".227",".353",".282","0.635","56","497","14","7","3.04","19",".278",68.9,16,47.6,47.7,"2558","93.9"
"Berríos, José","621244","2021","27","32","192.0","781","714","159","22","204","45",26.1,".223",".380",".281","0.661","75","576","12","9","3.52","17",".286",63.7,16.5,37.6,51.4,"3043","93.9"
"Hill, Rich","448179","2021","41","32","158.2","661","582","137","21","150","55",22.7,".235",".402",".316","0.718","68","476","7","8","3.86","7",".313",64,17.3,40.1,46.3,"2496","87.7"
"Webb, Logan","657277","2021","24","27","148.1","596","546","128","9","158","36",26.5,".234",".332",".290","0.622","50","445","11","3","3.03","14",".274",62,15.9,50.9,52.3,"2214","92.8"
"Dunning, Dane","641540","2021","26","27","117.2","511","459","126","13","114","43",22.3,".275",".427",".345","0.772","59","353","5","10","4.51","3",".336",64.1,15.5,39.3,51.1,"1909","89.8"
"Eovaldi, Nathan","543135","2021","31","32","182.1","764","719","182","15","195","35",25.5,".253",".402",".294","0.696","76","547","11","9","3.75","13",".298",69,18.2,47.4,45,"2927","95.9"
"Garcia, Luis","677651","2021","24","30","155.1","633","573","133","19","167","50",26.4,".232",".393",".295","0.688","60","466","11","8","3.48","9",".297",66.5,20.5,51.9,51.8,"2502","90.9"
"Giolito, Lucas","608337","2021","26","31","178.2","719","662","145","27","201","51",28,".219",".394",".276","0.670","70","536","11","9","3.53","15",".288",71.8,24.1,52.8,49.4,"2970","93.8"
"Skubal, Tarik","669373","2021","24","31","149.1","634","576","141","35","164","47",25.9,".245",".476",".306","0.782","72","448","8","12","4.34","8",".332",70.1,21.7,43.9,45.9,"2547","94.4"
"Bubic, Kris","663460","2021","23","29","130.0","556","487","121","22","114","59",20.5,".248",".444",".336","0.780","64","390","6","7","4.43","9",".337",65.4,16.6,41.5,50.3,"2202","90.9"
"López, Jorge","605347","2021","28","33","121.2","555","485","142","21","112","56",20.2,".293",".485",".375","0.860","82","365","3","14","6.07","5",".369",62.5,14.3,37.8,48.8,"2166","95.3"
"Wheeler, Zack","554430","2021","31","32","213.1","849","785","169","16","247","46",29.1,".215",".321",".265","0.586","66","640","14","10","2.78","20",".257",72.2,20.3,42.3,48.5,"3205","95.4"
"Greinke, Zack","425844","2021","37","30","171.0","697","652","164","30","120","36",17.2,".252",".434",".291","0.725","79","513","11","6","4.16","15",".309",66.4,12.4,40.1,54.1,"2566","89"
"Smyly, Drew","592767","2021","32","29","126.2","546","494","133","27","117","41",21.4,".269",".480",".326","0.806","63","380","11","4","4.48","6",".342",69.1,15.3,45.9,50.3,"2138","91.2"
"Anderson, Ian","666120","2021","23","24","128.1","535","475","105","16","124","53",23.2,".221",".371",".300","0.671","51","385","9","5","3.58","10",".293",68.7,20.3,47.4,53.4,"2175","94.6"
"Gibson, Kyle","502043","2021","33","31","182.0","754","675","158","17","155","64",20.6,".234",".363",".306","0.669","75","546","10","9","3.71","19",".293",68.3,13.7,43.7,58.9,"2881","91.7"
"Foltynewicz, Mike","592314","2021","29","28","139.0","586","535","139","35","97","36",16.6,".260",".527",".316","0.843","84","417","2","12","5.44","11",".355",69.4,13.5,33.1,48.5,"2236","93.5"
"Allard, Kolby","663465","2021","23","32","124.2","534","496","128","29","104","31",19.5,".258",".474",".305","0.779","75","374","3","12","5.41","6",".331",70.4,14.8,35.7,47.6,"2054","89.7"
"Keller, Brad","641745","2021","25","26","133.2","613","532","158","18","120","64",19.6,".297",".457",".374","0.831","80","401","8","12","5.39","9",".358",66.9,14.4,41.9,52.2,"2348","93.9"
"Heaney, Andrew","571760","2021","30","30","129.2","558","507","130","29","150","41",26.9,".256",".487",".317","0.804","84","389","8","9","5.83","8",".341",67,22,39.3,53.4,"2253","92"
"Mills, Alec","621219","2021","29","32","119.0","517","470","137","16","87","34",16.8,".291",".451",".347","0.798","67","357","6","7","5.07","4",".343",64.2,11.3,33.7,50.9,"1936","89"
"Morton, Charlie","450203","2021","37","33","185.2","756","669","136","16","216","58",28.6,".203",".309",".281","0.590","69","557","14","6","3.34","19",".264",64.5,19.2,51,50.4,"2987","94.1"
"Freeland, Kyle","607536","2021","28","23","120.2","515","469","133","20","105","38",20.4,".284",".471",".342","0.813","58","362","7","8","4.33","11",".349",68.1,12.5,40.1,53.4,"1886","91.4"
"Pérez, Martín","527048","2021","30","36","114.0","509","459","136","19","97","36",19.1,".296",".481",".356","0.837","60","342","7","8","4.74","4",".358",65.8,15.4,28.5,50.7,"1860","91.5"
"Harvey, Matt","518774","2021","32","28","127.2","582","536","160","19","95","37",16.3,".299",".481",".348","0.829","89","383","6","14","6.27","5",".355",67.8,12.8,34.9,48.7,"2232","93.2"
"Urías, Julio","628711","2021","24","32","185.2","745","691","151","19","195","38",26.2,".219",".349",".266","0.615","61","557","20","3","2.96","13",".266",67.3,18.7,37.7,45.5,"2786","94.1"
"Pivetta, Nick","601713","2021","28","31","155.0","661","585","137","24","175","65",26.5,".234",".417",".314","0.731","78","465","9","8","4.53","8",".316",70,17.1,45.1,49.5,"2745","94.7"
"Peralta, Freddy","642547","2021","25","28","144.1","580","510","84","14","195","56",33.6,".165",".300",".261","0.561","45","433","10","5","2.81","14",".252",66.6,26.3,51.8,52.5,"2356","93.4"
"Lyles, Jordan","543475","2021","30","32","180.0","769","697","194","38","146","56",19,".278",".499",".335","0.834","103","540","10","13","5.15","13",".354",70.3,15.2,43.1,51.9,"2964","92.4"
"Irvin, Cole","608344","2021","27","32","178.1","768","710","195","23","125","42",16.3,".275",".424",".322","0.746","84","535","10","15","4.24","15",".323",71.9,15.5,29.3,47.3,"2682","90.6"
